entity,code,year,literacy_rate,mf_youth_and_adults__15_64_years__average_years_of_education,population_historical,owid_region
Myanmar,MMR,1901,28.4,,9603751.0,Asia
Myanmar,MMR,1905,,0.45,10208880.0,Asia
Myanmar,MMR,1910,,0.53,10934246.0,Asia
Myanmar,MMR,1911,29.4,,11048878.0,Asia
Myanmar,MMR,1915,,0.83,11412080.0,Asia
Myanmar,MMR,1920,,0.92,11923214.0,Asia
Myanmar,MMR,1921,35.7,,12041462.0,Asia
Myanmar,MMR,1925,,0.98,12544694.0,Asia
Myanmar,MMR,1930,,1.09,13231889.0,Asia
Myanmar,MMR,1931,40.2,,13393893.0,Asia
Myanmar,MMR,1935,,1.16,14122063.0,Asia
Myanmar,MMR,1940,,1.23,15124546.0,Asia
Myanmar,MMR,1945,,1.2,16364542.0,Asia
Myanmar,MMR,1950,57.5,1.17,17737123.0,Asia
Myanmar,MMR,1955,,1.25,19550488.0,Asia
Myanmar,MMR,1960,,1.27,21730255.0,Asia
Myanmar,MMR,1965,,1.44,24279437.0,Asia
Myanmar,MMR,1970,,1.52,27193015.0,Asia
Myanmar,MMR,1975,,1.69,30176563.0,Asia
Myanmar,MMR,1980,,2.34,33227204.0,Asia
Myanmar,MMR,1983,79.0,,35162714.0,Asia
Myanmar,MMR,1985,,2.87,36622832.0,Asia
Myanmar,MMR,1990,,2.99,39817253.0,Asia
Myanmar,MMR,1995,,3.4,42605343.0,Asia
Myanmar,MMR,2000,90.0,3.89,45290850.0,Asia
Myanmar,MMR,2005,,4.45,47438362.0,Asia
Myanmar,MMR,2010,,5.11,49024376.0,Asia
Myanmar,MMR,2014,90.0,,50681635.0,Asia
Myanmar,MMR,2015,,5.9,51089060.0,Asia
Myanmar,MMR,2019,89.0,,52640718.0,Asia
Myanmar,MMR,2020,,6.48,53016525.0,Asia
Namibia,NAM,1991,76.0,,1415689.0,Africa
Namibia,NAM,2001,85.0,,1857059.0,Africa
Namibia,NAM,2011,88.0,,2146331.0,Africa
Namibia,NAM,2015,,6.64,2374305.0,Africa
Namibia,NAM,2020,,6.88,2728760.0,Africa
Nauru,NRU,1950,72.5,,3424.0,Oceania
Nauru,NRU,2023,96.58654,,11900.0,Oceania
Nepal,NPL,1870,,0.01,4636798.0,Asia
Nepal,NPL,1875,,0.01,4734287.0,Asia
Nepal,NPL,1880,,0.01,4837147.0,Asia
Nepal,NPL,1885,,0.01,4942181.0,Asia
Nepal,NPL,1890,,0.01,5039496.0,Asia
Nepal,NPL,1895,,0.01,5075388.0,Asia
Nepal,NPL,1900,,0.01,5116267.0,Asia
Nepal,NPL,1905,,0.01,5252063.0,Asia
Nepal,NPL,1910,,0.01,5384368.0,Asia
Nepal,NPL,1915,,0.01,5377823.0,Asia
Nepal,NPL,1920,,0.07,5360778.0,Asia
Nepal,NPL,1925,,0.08,5351485.0,Asia
Nepal,NPL,1930,,0.08,5343320.0,Asia
Nepal,NPL,1935,,0.09,5342207.0,Asia
Nepal,NPL,1940,,0.09,5500086.0,Asia
Nepal,NPL,1945,,0.11,6783863.0,Asia
Nepal,NPL,1950,3.0,0.11,8396610.0,Asia
Nepal,NPL,1955,,0.12,9257985.0,Asia
Nepal,NPL,1960,,0.14,10123664.0,Asia
Nepal,NPL,1965,,0.28,11173411.0,Asia
Nepal,NPL,1970,,0.52,12436191.0,Asia
Nepal,NPL,1975,,0.75,13870692.0,Asia
Nepal,NPL,1980,,1.04,15553106.0,Asia
Nepal,NPL,1981,21.0,,15922422.0,Asia
Nepal,NPL,1985,,1.86,17477694.0,Asia
Nepal,NPL,1990,,2.58,19524579.0,Asia
Nepal,NPL,1991,33.0,,20036507.0,Asia
Nepal,NPL,1995,,2.76,22245443.0,Asia
Nepal,NPL,2000,,3.13,24546509.0,Asia
Nepal,NPL,2001,49.0,,24946755.0,Asia
Nepal,NPL,2005,,3.74,26309462.0,Asia
Nepal,NPL,2010,,4.44,27341955.0,Asia
Nepal,NPL,2011,60.0,,27464499.0,Asia
Nepal,NPL,2015,,5.44,27823631.0,Asia
Nepal,NPL,2016,65.50101,,27955471.0,Asia
Nepal,NPL,2019,68.7125,,28414066.0,Asia
Nepal,NPL,2020,,6.19,28966580.0,Asia
Netherlands,NLD,1475,17.0,,1086367.0,Europe
Netherlands,NLD,1550,12.0,,1543183.0,Europe
Netherlands,NLD,1650,53.0,,2000000.0,Europe
Netherlands,NLD,1750,85.0,,2163333.0,Europe
Netherlands,NLD,1870,,2.94,3614507.0,Europe
Netherlands,NLD,1875,,3.01,3818059.0,Europe
Netherlands,NLD,1880,,3.11,4040346.0,Europe
Netherlands,NLD,1885,,3.2,4278108.0,Europe
Netherlands,NLD,1890,,3.28,4533266.0,Europe
Netherlands,NLD,1895,,3.37,4823360.0,Europe
Netherlands,NLD,1900,,3.46,5140189.0,Europe
Netherlands,NLD,1905,,3.63,5510433.0,Europe
Netherlands,NLD,1910,,3.8,5914229.0,Europe
Netherlands,NLD,1915,,3.99,6357392.0,Europe
Netherlands,NLD,1920,,4.16,6834137.0,Europe
Netherlands,NLD,1925,,4.35,7334781.0,Europe
Netherlands,NLD,1930,,4.5,7859443.0,Europe
Netherlands,NLD,1935,,4.73,8351461.0,Europe
Netherlands,NLD,1940,,4.95,8868956.0,Europe
Netherlands,NLD,1945,,5.14,9459164.0,Europe
Netherlands,NLD,1950,98.5,6.14,10113759.0,Europe
Netherlands,NLD,1955,,6.2,10751231.0,Europe
Netherlands,NLD,1960,,6.25,11486909.0,Europe
Netherlands,NLD,1965,,7.49,12301136.0,Europe
Netherlands,NLD,1970,,8.48,13052082.0,Europe
Netherlands,NLD,1975,,9.28,13680033.0,Europe
Netherlands,NLD,1980,,9.87,14162686.0,Europe
Netherlands,NLD,1985,,10.22,14538958.0,Europe
Netherlands,NLD,1990,,10.59,15030886.0,Europe
Netherlands,NLD,1995,,10.88,15565034.0,Europe
Netherlands,NLD,2000,,11.14,16058757.0,Europe
Netherlands,NLD,2005,,11.15,16465707.0,Europe
Netherlands,NLD,2010,,11.71,16771232.0,Europe
Netherlands,NLD,2015,,11.74,17107429.0,Europe
Netherlands,NLD,2020,,11.82,17636732.0,Europe
Netherlands Antilles,ANT,1950,72.5,,110189.0,North America
New Caledonia,NCL,1950,37.5,,63807.0,Oceania
New Caledonia,NCL,1976,91.0,,142105.0,Oceania
New Caledonia,NCL,1989,93.0,,172043.0,Oceania
New Caledonia,NCL,1996,96.0,,205048.0,Oceania
New Zealand,NZL,1870,,3.58,288500.0,Oceania
New Zealand,NZL,1875,,3.47,389958.0,Oceania
New Zealand,NZL,1880,,3.62,510014.0,Oceania
New Zealand,NZL,1885,,3.86,587658.0,Oceania
New Zealand,NZL,1890,,4.12,662272.0,Oceania
New Zealand,NZL,1895,,4.35,731648.0,Oceania
New Zealand,NZL,1900,,4.5,809099.0,Oceania
New Zealand,NZL,1905,,4.68,917106.0,Oceania
New Zealand,NZL,1910,,5.04,1037814.0,Oceania
New Zealand,NZL,1915,,5.48,1136447.0,Oceania
New Zealand,NZL,1920,,5.87,1239349.0,Oceania
New Zealand,NZL,1925,,6.31,1358344.0,Oceania
New Zealand,NZL,1930,,6.84,1481347.0,Oceania
New Zealand,NZL,1935,,7.57,1559205.0,Oceania
New Zealand,NZL,1940,,7.95,1638415.0,Oceania
New Zealand,NZL,1945,,8.31,1763050.0,Oceania
New Zealand,NZL,1950,98.5,9.34,1911265.0,Oceania
New Zealand,NZL,1955,,9.67,2139674.0,Oceania
New Zealand,NZL,1960,,10.12,2379482.0,Oceania
New Zealand,NZL,1965,,10.18,2636493.0,Oceania
New Zealand,NZL,1970,,11.17,2822184.0,Oceania
New Zealand,NZL,1975,,12.03,3094039.0,Oceania
New Zealand,NZL,1980,,11.81,3146325.0,Oceania
New Zealand,NZL,1985,,11.81,3268030.0,Oceania
New Zealand,NZL,1990,,11.69,3396981.0,Oceania
New Zealand,NZL,1995,,11.81,3674434.0,Oceania
New Zealand,NZL,2000,,11.98,3857576.0,Oceania
New Zealand,NZL,2005,,12.0,4135002.0,Oceania
New Zealand,NZL,2010,,11.12,4347766.0,Oceania
New Zealand,NZL,2015,,10.91,4614035.0,Oceania
New Zealand,NZL,2020,,10.81,5069895.0,Oceania
Nicaragua,NIC,1870,,0.16,359284.0,North America
Nicaragua,NIC,1875,,0.2,385092.0,North America
Nicaragua,NIC,1880,,0.25,414091.0,North America
Nicaragua,NIC,1885,,0.31,445183.0,North America
Nicaragua,NIC,1890,,0.38,478516.0,North America
Nicaragua,NIC,1895,,0.46,514246.0,North America
Nicaragua,NIC,1900,,0.86,553531.0,North America
Nicaragua,NIC,1905,,1.01,602367.0,North America
Nicaragua,NIC,1910,,1.09,656534.0,North America
Nicaragua,NIC,1915,,1.17,715547.0,North America
Nicaragua,NIC,1920,,1.28,769730.0,North America
Nicaragua,NIC,1925,,1.41,797440.0,North America
Nicaragua,NIC,1930,,1.48,828973.0,North America
Nicaragua,NIC,1935,,1.5,908456.0,North America
Nicaragua,NIC,1940,,1.52,1008702.0,North America
Nicaragua,NIC,1945,,1.54,1154785.0,North America
Nicaragua,NIC,1950,37.5,1.54,1331445.0,North America
Nicaragua,NIC,1955,,1.83,1536247.0,North America
Nicaragua,NIC,1960,,2.19,1782371.0,North America
Nicaragua,NIC,1965,,2.61,2072687.0,North America
Nicaragua,NIC,1970,,3.07,2423065.0,North America
Nicaragua,NIC,1975,,3.38,2816947.0,North America
Nicaragua,NIC,1980,,3.84,3252404.0,North America
Nicaragua,NIC,1985,,4.21,3706480.0,North America
Nicaragua,NIC,1990,,4.64,4162566.0,North America
Nicaragua,NIC,1995,,5.19,4642933.0,North America
Nicaragua,NIC,2000,,5.7,5022636.0,North America
Nicaragua,NIC,2001,77.0,,5087827.0,North America
Nicaragua,NIC,2005,78.0,6.28,5342108.0,North America
Nicaragua,NIC,2010,,6.82,5737451.0,North America
Nicaragua,NIC,2015,,7.25,6149417.0,North America
Nicaragua,NIC,2020,,7.76,6565267.0,North America
Niger,NER,1870,,0.01,1095798.0,Africa
Niger,NER,1875,,0.01,1129354.0,Africa
Niger,NER,1880,,0.01,1164495.0,Africa
Niger,NER,1885,,0.01,1200593.0,Africa
Niger,NER,1890,,0.01,1237673.0,Africa
Niger,NER,1895,,0.01,1275761.0,Africa
Niger,NER,1900,,0.01,1320431.0,Africa
Niger,NER,1905,,0.01,1403107.0,Africa
Niger,NER,1910,,0.01,1494234.0,Africa
Niger,NER,1915,,0.01,1573259.0,Africa
Niger,NER,1920,,0.07,1649641.0,Africa
Niger,NER,1925,,0.12,1762234.0,Africa
Niger,NER,1930,,0.16,1887949.0,Africa
Niger,NER,1935,,0.24,2015064.0,Africa
Niger,NER,1940,,0.27,2154703.0,Africa
Niger,NER,1945,,0.3,2338794.0,Africa
Niger,NER,1950,,0.33,2597818.0,Africa
Niger,NER,1955,,0.35,3035284.0,Africa
Niger,NER,1960,,0.38,3505056.0,Africa
Niger,NER,1965,,0.4,4049700.0,Africa
Niger,NER,1970,,0.45,4650272.0,Africa
Niger,NER,1975,,0.53,5317022.0,Africa
Niger,NER,1980,,0.67,6135968.0,Africa
Niger,NER,1985,,0.85,7118457.0,Africa
Niger,NER,1990,,1.08,8286066.0,Africa
Niger,NER,1995,,1.28,9714537.0,Africa
Niger,NER,2000,,1.43,11509634.0,Africa
Niger,NER,2001,14.0,,11920648.0,Africa
Niger,NER,2005,29.0,1.62,13756192.0,Africa
Niger,NER,2010,,1.95,16548833.0,Africa
Niger,NER,2012,31.0,,17836770.0,Africa
Niger,NER,2015,,2.44,19939496.0,Africa
Niger,NER,2018,33.04745,,22188074.0,Africa
Niger,NER,2020,,3.04,23717615.0,Africa
Niger,NER,2022,35.60971,,25311978.0,Africa
Nigeria,NGA,1950,12.5,,37283019.0,Africa
Nigeria,NGA,1991,55.0,,99720161.0,Africa
Nigeria,NGA,2003,55.0,,137202646.0,Africa
Nigeria,NGA,2006,70.0,,149077335.0,Africa
Nigeria,NGA,2016,58.22134,,195443698.0,Africa
Nigeria,NGA,2021,63.15554,,218529286.0,Africa
Niue,NIU,1950,92.5,,4519.0,Oceania
Norfolk Island,NFK,1950,87.5,,,Oceania
North America,,1870,,3.1278112,60513811.0,
North America,,1875,,3.4040174,66473510.0,
North America,,1880,,3.692345,73115785.0,
North America,,1885,,3.9573724,80404307.0,
North America,,1890,,4.296774,88308229.0,
North America,,1895,,4.6304483,96004933.0,
North America,,1900,,5.053666,104337584.0,
North America,,1905,,5.3952208,114133852.0,
North America,,1910,,5.5218935,124592192.0,
North America,,1915,,5.7553234,133287590.0,
North America,,1920,,5.98306,142526443.0,
North America,,1925,,6.2986856,153498078.0,
North America,,1930,,6.591194,164924575.0,
North America,,1935,,6.941778,173493832.0,
North America,,1940,,7.1887546,182823179.0,
North America,,1945,,7.319295,198431553.0,
North America,,1950,,7.125827,222818942.0,
North America,,1955,,7.4090323,244056556.0,
North America,,1960,,7.7720666,269079991.0,
North America,,1965,,8.32887,297056448.0,
North America,,1970,,8.813773,323225990.0,
North America,,1975,,9.3201685,349224556.0,
North America,,1980,,9.833687,374396450.0,
North America,,1985,,10.047129,400471527.0,
North America,,1990,,10.354489,427527970.0,
North America,,1995,,10.70915,457858573.0,
North America,,2000,,11.041485,485805117.0,
North America,,2005,,11.279681,513798980.0,
North America,,2010,,11.529182,543593308.0,
North America,,2015,,11.672196,572637322.0,
North America,,2020,,11.858304,598250669.0,
North America (WB),,2003,98.61992,,,
North America (WB),,2004,98.63156,,,
North America (WB),,2005,98.64237,,,
North America (WB),,2006,98.65695,,,
North America (WB),,2007,98.66643,,,
North America (WB),,2008,98.68658,,,
North America (WB),,2017,98.75348,,,
North America (WB),,2018,98.75979,,,
North America (WB),,2019,98.76517,,,
North America (WB),,2020,98.77029,,,
North America (WB),,2021,98.77717,,,
North America (WB),,2022,98.77941,,,
North Korea,PRK,2008,100.0,,24764620.0,Asia
North Macedonia,MKD,1994,94.0,,1992669.0,Europe
North Macedonia,MKD,2002,96.0,,2074482.0,Europe
Northern Africa and Western Asia (SDG),,1976,54.3411,,,
Northern Africa and Western Asia (SDG),,1977,54.78078,,,
Northern Africa and Western Asia (SDG),,1978,55.29722,,,
Northern Africa and Western Asia (SDG),,1979,55.67316,,,
Northern Africa and Western Asia (SDG),,1980,56.26776,,,
Northern Africa and Western Asia (SDG),,1981,56.8871,,,
Northern Africa and Western Asia (SDG),,1982,57.57365,,,
Northern Africa and Western Asia (SDG),,1983,57.84152,,,
Northern Africa and Western Asia (SDG),,1984,59.73399,,,
Northern Africa and Western Asia (SDG),,1985,60.46863,,,
Northern Africa and Western Asia (SDG),,1986,61.20571,,,
Northern Africa and Western Asia (SDG),,1987,61.92454,,,
Northern Africa and Western Asia (SDG),,1988,62.71324,,,
Northern Africa and Western Asia (SDG),,1989,63.37794,,,
Northern Africa and Western Asia (SDG),,1990,64.19637,,,
Northern Africa and Western Asia (SDG),,1991,65.00349,,,
Northern Africa and Western Asia (SDG),,1992,65.77178,,,
Northern Africa and Western Asia (SDG),,1993,66.33577,,,
Northern Africa and Western Asia (SDG),,1994,67.05767,,,
Northern Africa and Western Asia (SDG),,1995,67.79916,,,
Northern Africa and Western Asia (SDG),,1996,68.66977,,,
Northern Africa and Western Asia (SDG),,1997,69.50703,,,
Northern Africa and Western Asia (SDG),,1998,70.41439,,,
Northern Africa and Western Asia (SDG),,1999,71.24101,,,
Northern Africa and Western Asia (SDG),,2000,72.16486,,,
Northern Africa and Western Asia (SDG),,2001,73.03478,,,
Northern Africa and Western Asia (SDG),,2002,73.83571,,,
Northern Africa and Western Asia (SDG),,2003,75.93867,,,
Northern Africa and Western Asia (SDG),,2004,76.60167,,,
Northern Africa and Western Asia (SDG),,2005,77.18137,,,
Northern Africa and Western Asia (SDG),,2006,75.35314,,,
Northern Africa and Western Asia (SDG),,2007,76.0082,,,
Northern Africa and Western Asia (SDG),,2008,76.72649,,,
Northern Africa and Western Asia (SDG),,2009,76.07653,,,
Northern Africa and Western Asia (SDG),,2010,76.8703,,,
Northern Africa and Western Asia (SDG),,2011,78.47644,,,
Northern Africa and Western Asia (SDG),,2012,79.18889,,,
Northern Africa and Western Asia (SDG),,2013,79.80632,,,
Northern Africa and Western Asia (SDG),,2014,80.18829,,,
Northern Africa and Western Asia (SDG),,2015,80.74607,,,
Northern Africa and Western Asia (SDG),,2016,79.70249,,,
Northern Africa and Western Asia (SDG),,2017,80.08974,,,
Northern Africa and Western Asia (SDG),,2018,80.34868,,,
Northern Africa and Western Asia (SDG),,2019,80.59253,,,
Northern Africa and Western Asia (SDG),,2020,80.83071,,,
Northern Africa and Western Asia (SDG),,2021,81.11396,,,
Northern Africa and Western Asia (SDG),,2022,81.32228,,,
Northern Africa and Western Asia (SDG),,2023,81.52536,,,
Norway,NOR,1870,,4.2,1739532.0,Europe
Norway,NOR,1875,,4.44,1828260.0,Europe
Norway,NOR,1880,,4.66,1916359.0,Europe
Norway,NOR,1885,,4.89,1962737.0,Europe
Norway,NOR,1890,,5.1,2011552.0,Europe
Norway,NOR,1895,,5.4,2117605.0,Europe
Norway,NOR,1900,,5.7,2232623.0,Europe
Norway,NOR,1905,,6.06,2315246.0,Europe
Norway,NOR,1910,,6.36,2399597.0,Europe
Norway,NOR,1915,,6.62,2518725.0,Europe
Norway,NOR,1920,,6.54,2642453.0,Europe
Norway,NOR,1925,,6.75,2733298.0,Europe
Norway,NOR,1930,,6.91,2820108.0,Europe
Norway,NOR,1935,,7.04,2903294.0,Europe
Norway,NOR,1940,,7.19,2994493.0,Europe
Norway,NOR,1945,,7.34,3131436.0,Europe
Norway,NOR,1950,98.5,7.43,3265199.0,Europe
Norway,NOR,1955,,7.45,3428532.0,Europe
Norway,NOR,1960,,7.53,3581119.0,Europe
Norway,NOR,1965,,7.96,3723173.0,Europe
Norway,NOR,1970,,8.47,3875351.0,Europe
Norway,NOR,1975,,8.77,4007368.0,Europe
Norway,NOR,1980,,9.32,4085603.0,Europe
Norway,NOR,1985,,10.16,4152399.0,Europe
Norway,NOR,1990,,10.79,4241440.0,Europe
Norway,NOR,1995,,11.31,4358991.0,Europe
Norway,NOR,2000,,11.56,4490864.0,Europe
Norway,NOR,2005,,11.91,4623120.0,Europe
Norway,NOR,2010,,11.65,4889160.0,Europe
Norway,NOR,2015,,12.11,5189777.0,Europe
Norway,NOR,2020,,12.08,5379275.0,Europe
Oceania,,2015,,10.736295,40615015.0,
Oceania,,2020,,10.736105,44079305.0,
Oceania (excluding Australia and New Zealand) (SDG),,1994,63.83721,,,
Oceania (excluding Australia and New Zealand) (SDG),,1995,63.73516,,,
Oceania (excluding Australia and New Zealand) (SDG),,1996,64.12549,,,
Oceania (excluding Australia and New Zealand) (SDG),,1997,64.51518,,,
Oceania (excluding Australia and New Zealand) (SDG),,1998,64.89708,,,
Oceania (excluding Australia and New Zealand) (SDG),,1999,65.18096,,,
Oceania (excluding Australia and New Zealand) (SDG),,2000,65.35132,,,
Oceania (excluding Australia and New Zealand) (SDG),,2001,65.67382,,,
Oceania (excluding Australia and New Zealand) (SDG),,2002,65.98396,,,
Oceania (excluding Australia and New Zealand) (SDG),,2003,66.2849,,,
Oceania (excluding Australia and New Zealand) (SDG),,2004,66.58231,,,
Oceania (excluding Australia and New Zealand) (SDG),,2005,66.86126,,,
Oceania (excluding Australia and New Zealand) (SDG),,2006,67.13211,,,
Oceania (excluding Australia and New Zealand) (SDG),,2007,67.3978,,,
Oceania (excluding Australia and New Zealand) (SDG),,2008,67.65311,,,
Oceania (excluding Australia and New Zealand) (SDG),,2009,67.89148,,,
Oceania (excluding Australia and New Zealand) (SDG),,2010,68.12718,,,
Oceania (excluding Australia and New Zealand) (SDG),,2011,68.01376,,,
Oceania (excluding Australia and New Zealand) (SDG),,2012,67.90237,,,
Oceania (excluding Australia and New Zealand) (SDG),,2013,67.79107,,,
Oceania (excluding Australia and New Zealand) (SDG),,2017,67.29137,,,
Oceania (excluding Australia and New Zealand) (SDG),,2018,67.18698,,,
Oceania (excluding Australia and New Zealand) (SDG),,2019,67.08638,,,
Oceania (excluding Australia and New Zealand) (SDG),,2020,66.98972,,,
Oceania (excluding Australia and New Zealand) (SDG),,2021,66.96753,,,
Oman,OMN,1950,3.0,,456997.0,Asia
Oman,OMN,2003,66.0,,2363801.0,Asia
Oman,OMN,2008,87.0,,2626536.0,Asia
Oman,OMN,2010,87.0,,2757450.0,Asia
Oman,OMN,2015,93.0,,4184898.0,Asia
Oman,OMN,2017,96.0,,4537397.0,Asia
Oman,OMN,2018,96.0,,4597878.0,Asia
Oman,OMN,2020,97.0,,4522502.0,Asia
Oman,OMN,2022,97.0,,4730229.0,Asia
Pakistan,PAK,1870,,0.01,15878377.0,Asia
Pakistan,PAK,1875,,0.01,16236174.0,Asia
Pakistan,PAK,1880,,0.01,16623174.0,Asia
Pakistan,PAK,1885,,0.01,17019166.0,Asia
Pakistan,PAK,1890,,0.01,17424352.0,Asia
Pakistan,PAK,1895,,0.01,17838938.0,Asia
Pakistan,PAK,1900,,0.02,18263133.0,Asia
Pakistan,PAK,1905,,0.13,18697153.0,Asia
Pakistan,PAK,1910,,0.25,19230643.0,Asia
Pakistan,PAK,1915,,0.34,20364235.0,Asia
Pakistan,PAK,1920,,0.54,21780196.0,Asia
Pakistan,PAK,1925,,0.61,23790470.0,Asia
Pakistan,PAK,1930,,0.68,26064359.0,Asia
Pakistan,PAK,1935,,0.74,28555586.0,Asia
Pakistan,PAK,1940,,0.81,31284924.0,Asia
Pakistan,PAK,1945,,0.89,34275132.0,Asia
Pakistan,PAK,1950,17.5,1.0,35849256.0,Asia
Pakistan,PAK,1955,,1.02,40098068.0,Asia
Pakistan,PAK,1960,,1.18,45709314.0,Asia
Pakistan,PAK,1965,,1.42,52209015.0,Asia
Pakistan,PAK,1970,,1.63,60166721.0,Asia
Pakistan,PAK,1975,,1.95,69461179.0,Asia
Pakistan,PAK,1980,,2.24,82291008.0,Asia
Pakistan,PAK,1981,26.0,,85802048.0,Asia
Pakistan,PAK,1985,,2.62,98229291.0,Asia
Pakistan,PAK,1990,,3.05,116155584.0,Asia
Pakistan,PAK,1995,,3.52,134582255.0,Asia
Pakistan,PAK,1998,43.0,,146522354.0,Asia
Pakistan,PAK,2000,,4.04,154879124.0,Asia
Pakistan,PAK,2005,50.0,5.05,175453212.0,Asia
Pakistan,PAK,2006,54.0,,179682690.0,Asia
Pakistan,PAK,2007,52.0,,184493231.0,Asia
Pakistan,PAK,2008,56.0,,189499112.0,Asia
Pakistan,PAK,2009,55.0,,194376535.0,Asia
Pakistan,PAK,2010,55.0,5.22,199239048.0,Asia
Pakistan,PAK,2011,55.0,,203746069.0,Asia
Pakistan,PAK,2012,57.0,,207667129.0,Asia
Pakistan,PAK,2013,56.0,,211073979.0,Asia
Pakistan,PAK,2014,57.0,,214264649.0,Asia
Pakistan,PAK,2015,,5.89,217290884.0,Asia
Pakistan,PAK,2017,59.0,,223273974.0,Asia
Pakistan,PAK,2018,57.0,,226928893.0,Asia
Pakistan,PAK,2019,58.0,,230800908.0,Asia
Pakistan,PAK,2020,,6.41,235001745.0,Asia
Pakistan,PAK,2021,58.8561,,239477805.0,Asia
Palau,PLW,1980,92.0,,12296.0,Oceania
Palau,PLW,2013,100.0,,17670.0,Oceania
Palau,PLW,2015,97.0,,17791.0,Oceania
Palestine,PSE,1997,86.0,,2859581.0,Asia
Palestine,PSE,2004,92.0,,3475178.0,Asia
Palestine,PSE,2006,93.0,,3645096.0,Asia
Palestine,PSE,2007,94.0,,3736694.0,Asia
Palestine,PSE,2008,94.0,,3829039.0,Asia
Palestine,PSE,2009,94.0,,3921245.0,Asia
Palestine,PSE,2010,95.0,,4016918.0,Asia
Palestine,PSE,2011,95.0,,4115912.0,Asia
Palestine,PSE,2012,96.0,,4215318.0,Asia
Palestine,PSE,2013,96.0,,4315263.0,Asia
Palestine,PSE,2014,96.0,,4415887.0,Asia
Palestine,PSE,2015,96.0,,4521564.0,Asia
Palestine,PSE,2016,97.0,,4632743.0,Asia
Palestine,PSE,2017,97.0,,4742747.0,Asia
Palestine,PSE,2018,97.0,,4850593.0,Asia
Palestine,PSE,2019,97.0,,4957773.0,Asia
Palestine,PSE,2020,98.0,,5069692.0,Asia
Palestine,PSE,2022,98.0,,5305274.0,Asia
Panama,PAN,1870,,0.08,173049.0,North America
Panama,PAN,1875,,0.11,185688.0,North America
Panama,PAN,1880,,0.13,198003.0,North America
Panama,PAN,1885,,0.17,211133.0,North America
Panama,PAN,1890,,0.21,225132.0,North America
Panama,PAN,1895,,0.26,240058.0,North America
Panama,PAN,1900,,0.85,257249.0,North America
Panama,PAN,1905,,1.06,284277.0,North America
Panama,PAN,1910,,1.49,319341.0,North America
Panama,PAN,1915,,1.74,385135.0,North America
Panama,PAN,1920,,1.95,460090.0,North America
Panama,PAN,1925,,2.16,482766.0,North America
Panama,PAN,1930,,2.48,504023.0,North America
Panama,PAN,1935,,2.91,578060.0,North America
Panama,PAN,1940,,3.17,670153.0,North America
Panama,PAN,1945,,3.43,760750.0,North America
Panama,PAN,1950,67.5,3.87,860855.0,North America
Panama,PAN,1955,,4.26,978971.0,North America
